y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,label
1,5,9,15,21,25,30,34,38,42,44,48,52,55,57,58,59,58,58,58,58,58,58,58,58,58,58,58,57,55,71
0,0,3,10,17,25,29,33,38,40,43,46,49,51,55,59,61,62,63,64,64,65,65,65,66,66,66,66,66,66,82
1,1,2,9,13,19,25,30,36,41,45,49,52,55,59,62,63,64,65,65,65,65,65,65,65,65,64,64,64,64,80
0,1,3,6,9,16,22,28,34,40,45,48,52,56,60,64,66,68,70,72,73,74,75,76,77,78,79,80,81,82,88
0,0,3,10,16,20,26,33,39,43,46,49,53,57,61,63,65,67,69,70,71,72,73,75,76,76,76,76,75,75,81
0,0,4,13,21,28,34,41,46,51,53,57,62,65,68,71,74,76,78,79,80,80,80,80,80,80,80,80,80,80,82
9,13,17,24,30,33,37,41,45,49,53,57,59,60,61,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,65
0,2,6,11,17,23,30,35,39,43,47,51,55,58,61,63,65,67,69,70,70,70,70,70,70,70,70,70,70,70,109
-1,2,9,16,23,29,34,39,44,49,52,55,59,63,65,67,68,69,70,71,71,71,71,71,71,71,71,71,71,71,67
0,1,7,15,22,29,34,38,41,43,45,47,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,93
0,0,1,6,13,19,23,27,31,35,38,41,45,48,50,52,54,55,55,55,55,55,55,55,55,55,55,55,55,55,70
2,2,7,13,18,23,29,34,39,44,47,51,54,57,60,62,64,65,66,66,66,66,66,66,66,66,65,65,65,65,97
0,0,1,6,15,23,30,37,43,48,51,55,58,60,62,64,66,67,68,69,69,69,69,69,69,69,69,69,69,69,85
0,2,9,17,25,31,37,41,45,49,53,57,59,60,60,61,62,63,63,63,63,63,62,62,62,62,62,62,62,62,98
0,0,0,3,7,11,17,22,26,30,33,34,36,38,41,43,45,46,47,47,47,47,47,47,47,47,47,47,47,46,71
0,0,0,1,9,18,25,30,35,39,43,47,49,50,51,52,53,53,52,51,50,49,49,49,49,49,49,49,48,41,68
0,0,2,9,15,20,25,31,37,42,46,49,51,53,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,79
-1,0,0,3,4,5,13,21,28,34,39,42,47,51,55,58,61,63,65,67,69,70,71,72,73,73,73,73,73,73,83
1,0,3,10,19,27,33,38,43,48,53,58,62,65,68,71,73,75,75,75,75,75,75,75,75,75,75,75,75,75,89
0,0,1,8,17,23,28,34,40,46,51,55,59,62,65,67,68,70,71,72,73,73,73,73,73,73,73,73,73,73,86
0,0,3,12,20,26,31,36,43,50,56,62,66,69,73,76,78,80,81,82,83,84,84,84,84,84,84,84,84,84,91
0,0,1,7,15,23,29,34,38,40,42,44,45,46,47,47,48,48,48,48,48,48,48,48,47,47,46,46,45,43,82
0,0,4,11,18,24,30,34,39,44,47,50,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,49,83
0,0,0,2,7,16,23,30,34,39,44,49,52,54,56,58,59,60,61,62,62,62,62,62,62,62,62,62,62,62,57
5,7,13,21,27,32,37,40,44,48,52,55,57,59,60,61,62,62,62,62,62,62,62,61,60,59,58,58,58,58,66
3,7,12,19,25,32,38,42,45,48,51,53,55,57,58,59,60,61,62,62,62,62,62,62,62,62,62,62,62,62,69
2,5,10,16,23,28,34,41,47,51,54,57,59,61,63,64,65,66,67,67,67,67,67,67,67,67,67,67,67,67,72
0,0,1,5,11,17,22,26,31,34,37,39,42,45,48,50,51,51,51,51,51,50,50,50,50,50,50,50,50,50,83
0,0,3,9,15,21,27,30,34,38,41,44,47,50,52,53,55,56,56,56,57,57,57,57,57,57,57,56,55,55,71
0,0,0,3,10,16,21,25,29,33,37,40,43,46,48,50,52,54,56,57,58,58,58,58,58,58,58,58,58,58,75
0,0,3,7,13,18,26,31,35,39,43,46,48,50,52,54,57,59,61,63,64,65,66,67,67,67,67,67,67,67,79
1,4,13,22,28,32,38,43,48,52,56,59,61,63,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,85
0,0,6,16,22,27,32,38,42,45,49,52,57,61,64,66,67,67,67,67,67,67,67,67,67,67,67,67,68,69,87
3,6,11,16,21,27,31,34,37,39,42,44,46,48,47,48,48,48,47,46,45,45,44,44,44,44,43,42,41,41,97
8,12,16,20,25,29,33,36,39,41,42,45,48,50,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,51,76
0,1,6,12,16,22,28,33,37,41,44,50,53,56,57,58,58,59,59,59,59,59,59,59,59,58,57,57,57,56,90
1,1,4,10,17,22,28,31,34,38,43,47,51,56,60,61,61,63,64,65,65,64,64,63,62,61,60,59,59,59,82
2,5,11,16,21,26,31,35,40,44,49,53,56,59,62,65,66,67,67,67,66,66,66,65,65,65,65,64,64,64,79
7,12,18,24,30,37,43,49,51,56,61,64,69,71,72,73,74,74,74,73,73,73,73,72,71,71,71,71,71,71,102
0,1,5,9,15,19,23,27,30,33,36,38,39,40,41,42,43,43,43,43,43,43,42,41,41,41,41,41,40,39,42
2,5,10,16,22,27,32,38,42,45,47,49,50,51,51,51,52,51,51,51,51,51,51,50,50,50,49,48,47,47,57
2,4,7,12,18,23,27,30,34,39,43,46,48,50,50,51,52,52,53,54,54,54,54,54,54,53,52,52,52,51,67
1,4,8,14,20,23,28,34,38,42,45,48,52,55,58,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,73
0,1,6,12,18,24,28,32,37,42,47,51,56,60,62,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,69
0,1,5,11,19,26,34,42,47,53,58,62,67,68,70,71,71,71,71,71,71,71,71,71,71,70,69,68,68,68,80
1,5,12,18,26,34,41,46,52,58,61,63,64,67,68,69,70,70,70,70,70,70,69,68,67,66,66,65,65,64,80
0,4,9,16,21,27,32,36,41,44,46,48,49,52,53,53,53,53,53,52,51,51,51,51,51,51,51,50,49,48,63
0,1,6,12,18,23,28,35,39,42,45,49,50,52,53,53,53,53,53,53,53,53,53,53,53,53,52,51,50,50,77
2,4,8,14,19,23,29,34,38,41,45,48,50,53,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,59
3,6,11,17,24,29,35,40,43,45,48,50,53,56,58,59,61,62,62,63,63,63,63,63,63,63,63,63,62,62,84
1,3,8,15,23,28,33,38,41,46,51,54,56,57,58,59,62,64,65,65,66,66,66,66,66,66,67,67,67,67,85
1,2,7,13,20,26,32,39,47,55,61,66,70,72,75,74,74,74,74,74,75,75,75,74,74,73,73,73,72,71,87
1,3,6,11,16,21,26,31,35,37,39,41,42,42,43,43,43,43,43,43,43,43,43,42,41,40,39,39,39,39,51
4,7,10,14,19,23,27,31,35,39,42,46,47,49,50,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,66
0,4,11,20,26,31,35,41,45,49,53,56,58,61,63,65,66,67,68,69,69,69,69,69,68,67,66,66,66,66,84
2,4,8,16,26,35,41,47,55,59,65,67,68,69,69,70,70,70,70,70,68,68,67,67,67,67,67,67,67,67,92
2,6,13,22,32,39,45,51,55,59,63,66,68,70,70,70,70,69,68,68,68,68,68,67,67,66,66,66,66,64,81
2,3,7,13,18,23,28,31,34,37,41,42,43,44,45,45,44,44,44,44,44,44,44,43,42,41,41,41,41,41,62
4,9,15,19,24,28,31,35,38,41,43,45,46,46,46,47,48,48,47,46,46,46,46,46,45,45,45,45,45,45,44
1,2,3,7,14,21,27,32,37,41,45,49,53,55,56,57,57,57,58,58,58,57,56,55,55,55,55,54,53,52,73
1,1,6,12,20,27,34,40,45,50,55,59,60,63,64,65,66,66,66,66,66,66,66,66,66,66,65,65,64,63,77
7,12,18,25,30,37,44,49,55,60,64,66,66,65,65,65,65,65,65,64,64,64,64,63,62,61,61,61,61,61,82
2,4,10,20,30,35,40,45,48,52,56,60,63,66,66,67,67,68,68,68,68,68,68,68,68,67,67,66,65,65,75
3,6,11,18,23,27,30,33,36,38,40,41,42,43,44,45,46,46,46,45,44,43,42,42,42,42,42,41,41,41,63
3,7,11,17,22,26,30,33,36,40,41,44,48,51,51,51,51,52,52,52,52,52,52,51,51,51,51,50,49,48,69
2,4,9,15,20,25,29,32,37,41,45,48,51,53,54,55,55,55,54,53,52,51,50,50,49,49,49,48,48,47,66
2,5,11,18,26,33,37,41,45,47,50,53,55,57,58,59,60,60,60,60,59,59,59,59,58,57,57,57,57,57,68
0,2,5,12,19,25,32,38,44,48,54,58,61,62,65,66,67,67,67,67,67,67,67,67,66,65,64,63,62,61,76
1,4,11,21,30,35,40,46,52,57,62,67,70,72,74,74,76,76,75,74,74,74,74,74,74,74,74,74,74,74,92
0,1,8,16,25,34,41,46,53,59,65,69,72,75,78,79,81,83,84,85,85,85,85,85,85,85,84,84,84,84,90
0,1,3,8,15,21,26,31,35,39,41,43,45,47,48,48,48,48,48,48,48,48,48,47,46,45,45,45,45,45,58
1,4,10,15,22,26,30,34,37,41,44,46,48,50,51,51,51,51,51,51,51,50,49,49,49,49,49,48,48,48,54
0,1,5,11,16,22,26,31,34,37,41,42,45,46,48,49,50,51,51,51,52,52,51,50,49,48,47,47,46,46,49
2,5,11,18,25,31,37,40,44,47,51,52,53,54,55,56,56,56,55,55,55,55,55,55,54,53,53,52,52,52,63
1,4,8,15,22,30,37,42,47,51,55,58,59,61,61,60,60,60,60,61,62,62,62,61,61,61,61,61,60,60,68
0,1,5,11,19,26,33,39,44,48,52,55,57,59,62,64,65,66,66,66,66,66,65,65,65,65,64,63,63,62,69
1,4,12,21,29,37,44,50,54,59,62,64,66,67,68,68,67,67,67,67,67,67,67,67,66,66,66,66,66,66,86
3,8,14,21,29,37,45,51,58,63,70,74,76,78,79,80,80,81,82,83,83,83,83,82,82,82,82,82,82,81,97
1,3,7,11,15,19,23,26,29,32,33,35,37,39,41,42,43,44,45,45,45,45,45,45,45,45,45,45,44,43,53
2,5,9,14,20,24,27,31,35,38,41,44,46,48,50,52,54,54,54,54,54,54,53,53,53,53,52,52,52,52,57
2,7,13,20,28,34,38,42,46,50,53,56,58,59,60,60,60,59,59,59,59,59,59,59,58,57,56,56,56,55,80
3,7,11,18,24,30,35,40,44,46,49,52,52,53,54,55,55,54,53,53,53,53,53,52,51,50,50,49,48,47,57
0,2,7,15,21,27,34,39,44,49,53,57,59,61,62,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,66
4,9,15,21,28,35,40,45,49,54,56,59,61,62,63,64,65,65,65,65,65,64,64,63,63,63,62,61,60,59,68
0,3,6,12,21,29,35,40,46,51,55,59,63,65,67,68,68,68,68,68,67,67,67,67,67,67,66,66,66,66,67
1,3,7,13,18,23,27,31,33,35,36,38,40,41,43,45,46,46,47,47,47,46,45,45,45,45,45,45,45,44,53
0,1,3,7,11,17,22,26,30,34,39,42,42,42,42,43,45,46,46,46,46,46,46,45,45,45,45,45,44,43,49
0,1,8,12,18,23,29,33,38,44,48,52,54,54,56,57,57,57,57,56,55,54,53,53,52,51,50,49,48,47,70
0,3,6,11,17,22,27,32,36,40,44,47,49,51,54,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,59
0,2,6,12,18,23,28,33,38,45,49,54,58,62,64,65,66,66,65,65,65,65,65,65,65,65,65,65,65,65,77
0,0,2,7,14,21,27,33,41,46,51,56,60,64,66,68,69,69,69,70,70,70,70,70,70,70,69,68,67,66,73
1,3,7,12,17,23,29,35,41,48,54,58,62,65,68,70,72,73,73,73,73,73,73,73,73,73,73,73,73,73,82
1,3,7,12,18,24,30,32,35,37,40,43,45,47,48,48,47,47,47,47,47,46,45,45,45,44,43,42,42,41,53
0,2,5,10,15,20,25,30,34,37,41,44,47,50,51,52,53,53,53,53,53,53,53,53,53,52,51,51,51,51,59
2,5,10,16,21,26,31,35,39,43,47,51,54,56,57,59,60,60,60,60,60,60,60,59,58,57,56,56,56,55,66
1,5,9,14,20,24,30,37,42,47,52,56,59,61,62,62,62,61,61,61,61,62,62,61,61,60,59,59,59,58,77
1,2,5,10,17,24,30,38,42,46,51,55,59,62,64,65,65,66,67,67,67,67,67,67,67,67,66,65,64,64,76
0,1,9,17,24,30,36,41,46,52,55,58,61,64,66,67,68,69,70,70,70,70,69,69,68,67,67,67,67,67,79
3,6,12,19,27,35,42,49,56,60,65,70,74,76,77,78,79,80,80,80,80,79,79,79,79,79,79,79,79,79,95
1,2,5,11,17,22,28,34,39,42,45,47,50,51,51,51,51,52,52,52,52,51,50,49,48,47,47,47,47,46,62
1,3,8,15,23,29,36,43,47,51,54,55,58,60,61,61,61,61,61,61,61,61,61,60,59,59,58,57,57,56,76
1,4,10,17,23,29,35,41,46,50,54,58,60,62,63,64,65,65,65,65,64,63,63,63,62,61,60,59,58,57,76
0,0,4,11,17,23,30,36,40,44,50,53,57,60,64,68,70,71,71,71,70,69,68,68,68,67,66,65,65,64,81
